Vote,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,Avg_lottary_expanses,Age_group,Avg_monthly_expense_on_pets_or_plants,Looking_at_poles_results,Avg_environmental_importance,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Yearly_IncomeK,Avg_size_per_room,Garden_sqr_meter_per_person_in_residancy_area,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Avg_education_importance,Avg_Satisfaction_with_previous_vote,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_government_satisfaction,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Most_Important_Issue,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Financial_agenda_matters,Num_of_kids_born_last_10_years,Overall_happiness_score
Turquoises,2,513.2945306,88198.06323,Below_30,29455.6843,No,769.7440134,No,Female,After_16:00,0.220563845,0.213785572,9092,,8.739352529,6157.594318,974.6469881,50.80022395,22.39165468,0.908,61153.71109,Yes,265721.8901,9.597496216,515.4821919,96.85293408,171.0981769,80,,10,37.29058514,3,Foot_or_bicycle,Industry_or_other,No,0,533.8964294
Reds,5,554.1369736,83812.05255,Below_30,34313.35516,Yes,778.4884433,Yes,Male,By_16:00,0.943134408,0.413843533,,451.6407167,7.791726734,5440.718378,930.1894119,31.7254626,21.25184031,3.953,58870.22187,Yes,205883.3403,2.323850058,453.7436944,0.476031611,184.7123245,40,Foreign_Affairs,10,167.2466684,3,Public_or_other,Industry_or_other,No,2,653.2748577
Whites,4,426.5574979,,45_and_up,20368.99683,Yes,786.4698208,No,Female,By_16:00,0.18450862,0.322446923,6387,525.6086272,89.95563686,6287.654534,390.0798378,53.50888351,22.92615596,3.613,62959.287,No,274202.7538,1.140048916,523.6437279,5.335650686,142.1858326,90,Environment,9,41.27853097,2,Foot_or_bicycle,Public_Sector,Yes,0,522.1153671
Greys,1,160.8865621,28143.49539,Below_30,2939.682838,No,635.9501391,No,Male,After_16:00,0.334388316,0.222196916,8353,364.8828061,98.72536955,5977.59272,243.9699874,75.14358487,19.10190582,3.647,49845.48833,No,275396.8935,4.381096298,524.7827108,19.80486629,53.62885403,40,Foreign_Affairs,6,137.7459853,2,Motorcycle_or_truck,Hightech,Yes,0,510.1546851
Khakis,1,460.200282,50088.64579,Below_30,23694.98894,Yes,567.8386999,Yes,Female,By_16:00,0.522293487,0.194117444,8754,367.641399,5.079307244,4000.511944,662.40397,60.76535443,19.17397713,1.246,44360.42234,Yes,106617.2137,0.835386135,326.5229145,66.73628304,153.400094,100,Education,9,236.5665103,0,Motorcycle_or_truck,Public_Sector,Yes,0,408.6182986
Blues,4,1481.938154,460225.228,30-45,244519.6118,No,414.6522764,No,Female,By_16:00,0.002461726,0.736917165,4195,218.0981289,78.45102488,9752.88522,822.1706899,16.77450472,14.76814575,9.805,39045.2868,Yes,868006.9322,6.658473911,931.6688962,43.12960578,493.9793846,60,Financial,12,572.8086814,2,Motorcycle_or_truck,Student_or_Unemployed,Yes,2,250.3941415
Violets,8,81.25910889,25803.55456,Below_30,770.7577894,Yes,1264.2674,No,Female,By_16:00,0.486357129,0.503963335,5477,850.6822184,1.663489989,11227.76274,669.7318514,22.4369318,29.16645708,10.523,102805.3679,Maybe,907522.6456,9.769167961,952.6398299,20.35810598,27.08636963,90,Environment,14,649.5953288,3,Foot_or_bicycle,Hightech,No,1,806.7788411
Browns,8,40.02239618,12592.17405,Below_30,201.3177094,Yes,992.8411133,No,Female,By_16:00,0.377234086,0.165092803,5996,599.5968269,59.92409824,10638.03934,534.1222759,84.10744127,24.48666631,10.004,80519.29738,No,890918.0784,4.962300118,943.8845684,19.9265182,13.34079873,90,Environment,14,504.2978294,2,Public_or_other,Industry_or_other,No,0,717.6310244
Greys,10,493.9484787,97750.5505,Below_30,27284.105,Yes,663.2303177,No,Male,After_16:00,0.805714122,0.3861962,3045,392.5044864,3.159468248,6721.896404,365.2864699,29.90659303,19.81172598,8.955,53021.00821,No,352466.3238,2.821882861,593.6887432,48.70831335,164.6494929,40,Foreign_Affairs,8,142.5985337,2,Motorcycle_or_truck,Industry_or_other,Yes,0,501.2148113
Turquoises,5,993.9296951,122424.962,45_and_up,110107.5587,Yes,607.7924374,Yes,Female,By_16:00,0.208855337,0.441881411,7696,358.0610067,13.49736338,4411.30174,664.7846629,92.65124311,18.92250001,2.304,46361.62984,No,136543.5321,5.856555253,,48.64690262,331.3098984,90,Environment,14,192.8217774,2,Car,Hightech,Yes,1,497.1714682
Browns,5,1029.2952,268384.4475,Below_30,118069.6105,Yes,975.0868747,No,Male,By_16:00,0.109892865,0.343398978,5062,618.9196015,56.68032989,9060.214576,739.6445822,,24.87809481,10.938,78444.03832,Maybe,611895.5647,3.579872141,782.2375373,95.61546543,343.0984,60,Financial,10,355.0796426,1,Public_or_other,Hightech,No,0,
Browns,6,478.333112,150606.0405,30-45,25591.95171,Yes,1278.542153,No,Male,After_16:00,0.464419781,,9042,816.3523639,39.99976236,11078.38411,312.5645397,53.02453516,28.57188065,6.958,102036.7827,No,892208.5902,1.116030647,944.5679384,8.604746009,159.4443707,80,Healthcare,11,675.8034016,3,Foot_or_bicycle,Services_or_Retail,Yes,0,898.7364639
Greys,9,422.9815111,89779.87963,45_and_up,20030.25592,Yes,742.9230669,No,Female,After_16:00,,0.207630945,3929,522.8474659,13.4700269,7413.340604,757.0066799,81.5774251,22.86585808,8.071,62252.2539,Maybe,405469.1141,9.652041253,636.7645673,53.90795383,140.993837,40,Foreign_Affairs,10,161.4144883,3,Public_or_other,Public_Sector,,0,417.3677818
Pinks,2,187.7434138,21205.4814,Below_30,3988.979962,Yes,600.4843041,Yes,Male,After_16:00,0.182214059,0.732296606,4885,373.1514742,11.10473275,4134.781027,744.9584052,62.19677792,19.31712904,5.115,46227.63771,No,114817.8369,0.111133882,338.8478078,33.11073328,62.58113792,80,Healthcare,7,208.6643141,1,Car,Services_or_Retail,No,0,461.526393
Browns,1,677.7524664,221556.1683,30-45,51274.62924,No,1260.036203,No,Female,After_16:00,0.850988621,0.462935339,5027,828.7768966,45.90351561,11464.50453,414.911882,24.65631908,28.78848549,10.973,102113.0725,Yes,961762.8273,4.013407521,980.6950735,42.26595454,225.9174888,90,Environment,13,670.429448,1,Foot_or_bicycle,Services_or_Retail,No,1,832.1349776
Browns,4,649.3656229,203697.0261,30-45,47079.31211,Yes,1312.365862,No,Male,After_16:00,0.963350474,0.792207744,8124,854.3228685,6.017037691,11119.23134,937.6157599,87.90206707,29.22880204,7.876,105014.8185,No,885591.2144,1.763203987,941.0585606,0.260431808,216.4552076,80,Healthcare,12,692.1488417,4,Car,Industry_or_other,Yes,1,898.7388494
Turquoises,6,38.29252832,4732.64545,45_and_up,185.6883678,No,654.8854423,Yes,Female,By_16:00,0.093695335,0.625221515,4415,437.9590161,95.90404257,4583.674342,10.09764406,60.30851712,20.92747037,5.585,51627.56619,Maybe,137474.5685,1.922783579,370.7756309,69.7104411,12.76417611,60,Financial,11,152.7298757,0,Car,Student_or_Unemployed,Yes,0,447.2895295
Browns,3,61.64806239,20385.14129,Below_30,452.8253093,Yes,1451.580512,No,,By_16:00,0.447440116,0.841761896,6696,965.0726224,62.09946095,11850.23381,709.1718293,90.04837943,31.06561801,9.304,116325.4166,Yes,984081.5713,2.893258953,992.0088565,,20.54935413,70,Social,12,822.8254391,2,Motorcycle_or_truck,Public_Sector,No,0,967.6285323
Greys,8,604.1155966,92853.4901,45_and_up,40762.00009,No,654.1775397,Yes,Female,After_16:00,0.18742141,0.359707594,5993,433.7518668,37.38017394,5478.549564,987.2747543,11.12360454,20.82671042,6.007,52552.68571,Yes,212617.4365,9.150572408,461.1045831,1.506292098,201.3718655,30,Military,9,100.3858022,2,Foot_or_bicycle,Services_or_Retail,Yes,0,435.3808027
Turquoises,10,548.6064581,61699.78651,Below_30,33633.87392,No,630.9106801,Yes,Female,By_16:00,0.229121923,0.955090038,4880,402.3416002,11.64269387,4178.674826,291.9901409,52.70297313,20.05845458,5.12,48736.02667,No,113838.1949,3.596199139,337.3991625,90.90457063,182.8688194,90,Environment,14,192.0120116,1,Foot_or_bicycle,Services_or_Retail,No,2,470.1266473
Oranges,8,66.10033484,9423.493423,Below_30,517.5061412,Yes,740.9696743,Yes,Female,After_16:00,0.59634039,0.198472285,5215,403.814776,42.61724246,5084.533797,227.7159533,42.23446478,20.09514309,6.785,54975.21664,Yes,182919.0992,1.058613237,427.6904245,8.650354063,22.03344495,50,Other,11,207.8996762,1,Foot_or_bicycle,Student_or_Unemployed,Yes,0,669.5346671
Turquoises,4,330.4219939,40481.6564,Below_30,12251.10667,No,584.8362661,Yes,Male,After_16:00,0.953078728,0.047399297,7619,361.2927616,44.3481572,4398.036051,141.2557156,62.60938633,19.00770269,2.381,45405.92749,Maybe,135089.3658,3.245865339,367.5450528,70.90635134,110.1406646,100,Education,13,199.2929759,2,Car,Public_Sector,Yes,0,445.8365507
Turquoises,4,168.5138082,27319.11434,Below_30,3221.382776,No,684.323542,Yes,Female,After_16:00,0.508739453,0.139695591,5315,432.8094893,65.43780952,5729.157694,257.9932122,56.46922132,20.80407386,4.685,54216.11723,No,236540.0883,7.34599665,486.3538715,34.0203966,56.1712694,70,Social,12,68.99112841,2,Car,Services_or_Retail,Yes,0,492.3192291
Greens,4,,62893.39082,45_and_up,56598.75328,Yes,816.1320059,Yes,Male,By_16:00,0.138832086,0.453548694,9133,503.472664,37.85169919,3656.377312,330.8322206,58.29446902,22.43819654,0.867,60261.41276,Yes,70194.89837,2.628132736,264.9431984,19.65118079,237.3844326,90,Environment,12,291.8925549,2,Motorcycle_or_truck,Industry_or_other,Yes,0,673.0245769
Purples,6,59.83524795,16121.63383,Below_30,427.7514046,Yes,1257.121434,No,Male,By_16:00,0.590120062,0.993907514,8666,818.7918033,32.60614499,9720.595399,812.833772,80.52160284,28.61453832,7.334,,No,653350.7963,3.585886699,808.3011792,34.09061257,19.94508265,90,Environment,15,583.2109292,1,Car,Services_or_Retail,Yes,1,878.7573854
Blues,5,1074.268472,351799.7217,30-45,128596.1729,Yes,817.1004199,No,Female,By_16:00,0.063533294,0.858948802,3930,333.6782893,38.64499375,10491.70861,64.87522135,41.50451666,18.26686315,10.07,62648.7978,Yes,965178.9289,1.217595611,982.4352034,16.81461111,358.0894907,80,Healthcare,12,611.5866623,1,Foot_or_bicycle,Hightech,Yes,1,837.0928783
Blues,2,1182.604296,55525.3806,30-45,155798.9704,Yes,325.3479026,Yes,Male,After_16:00,0.962567047,0.506226145,6460,148.8270822,66.13764928,1706.207663,640.675368,20.40065418,12.19947057,7.54,22457.33523,No,19840.22958,1.378812075,140.8553498,11.80718504,394.2014319,70,Social,13,522.9129891,4,Car,Industry_or_other,No,2,354.6359872
Browns,4,922.5911362,259711.2165,Below_30,94892.46422,Yes,1224.186779,No,Male,By_16:00,0.23202901,0.281584172,6418,803.0328871,1.003366732,10051.12468,913.741383,96.65447737,28.3378349,9.582,97781.53432,Yes,713190.2001,7.612675587,844.5058911,71.31774549,307.5303787,60,Financial,8,567.5192032,2,Foot_or_bicycle,Student_or_Unemployed,Yes,0,834.0131829
Browns,1,308.8898985,58625.63954,30-45,10714.40435,Yes,982.366159,No,Male,After_16:00,0.120317132,0.677312805,7770,552.4371545,47.8790768,6798.712776,409.446792,61.87689328,23.50398167,8.23,73573.27717,Yes,,9.307649657,569.3838467,68.81051189,102.9632995,70,Social,9,366.9246332,1,Public_or_other,Public_Sector,No,0,856.4686706
Turquoises,7,142.6894497,19677.79181,30-45,2319.816378,No,638.050863,Yes,Male,After_16:00,0.879736035,0.024749847,,392.6251111,92.36522478,4922.442955,634.3422015,18.44114251,19.81477002,1.606,49635.78798,Maybe,171163.6371,1.936361941,413.7192733,32.16514911,47.5631499,80,Healthcare,13,138.3922542,3,Foot_or_bicycle,Industry_or_other,No,0,486.6326713
Browns,4,387.8614682,110455.447,30-45,16854.45588,Yes,1165.160105,No,Male,After_16:00,0.540698426,0.484719449,4848,694.4485042,42.66976418,9932.316973,998.8070547,11.46677705,26.35239086,11.152,90996.91785,Yes,729900.247,1.78899656,854.3419965,71.27202102,129.2871561,60,Financial,8,575.3375289,2,Public_or_other,Industry_or_other,Yes,0,909.4445029
Purples,3,387.0358257,91030.62467,Below_30,16783.09309,Yes,1165.688029,No,Male,By_16:00,0.832345185,0.203517294,7642,769.4707448,76.98454198,,399.6315303,19.10694607,27.7393357,8.358,,Maybe,497869.1556,2.016042725,705.5984379,2.327184076,129.0119419,100,Education,13,456.1115567,5,Public_or_other,Hightech,No,3,805.2090303
Khakis,3,952.7708377,146104.7714,45_and_up,101191.1757,Yes,642.8509229,Yes,Male,After_16:00,0.272382329,0.975276241,5221,414.3946113,98.65176787,5429.206206,610.7629745,16.52489007,20.35668468,4.779,51271.29151,Yes,211638.3642,2.945897344,460.0416983,24.89381221,317.5902792,80,Healthcare,7,107.9423088,1,Public_or_other,Public_Sector,No,0,447.7832059
Turquoises,6,164.251244,19454.54903,45_and_up,3062.358321,No,587.0495908,Yes,Female,,0.512494259,0.457797844,7429,327.1902755,6.956117414,4207.695927,28.88371889,49.08721282,18.08840169,2.571,44039.93688,Yes,126260.5016,2.83408334,355.3315376,67.16546142,54.75041467,100,Education,14,225.8112124,4,Foot_or_bicycle,Services_or_Retail,Yes,1,514.0903782
Browns,4,962.7929956,312862.3333,45_and_up,103327.6368,Yes,1244.101279,No,Male,By_16:00,0.836783588,0.25829684,,813.7460841,8.106482145,11376.07784,298.4551643,44.7897919,28.52623501,8.488,100727.5039,Yes,950349.2255,6.756527903,974.8585669,4.01619249,320.9309985,80,Healthcare,11,657.1389202,,Car,Services_or_Retail,No,0,828.4878941
Khakis,8,140.0888084,14145.86985,45_and_up,2237.237852,Yes,549.6532728,Yes,Male,By_16:00,0.699117137,0.102714042,7829,368.3527308,55.11745946,3766.041641,198.8026602,99.94946392,19.19251757,2.171,43258.84282,No,91768.77688,9.22846508,302.9336179,54.23659002,46.69626947,60,Financial,5,267.6198888,2,Public_or_other,Industry_or_other,Yes,1,375.6849066
Browns,9,262.0192892,79978.74758,Below_30,7725.573975,No,1191.365958,No,Male,After_16:00,0.532140353,0.570418644,9228,754.0711813,24.77696061,10665.34004,838.9076733,18.17581598,27.46035654,6.772,95264.90678,Yes,838542.6937,3.830036656,915.7197681,6.012090971,87.33976306,90,Environment,14,595.413206,3,Foot_or_bicycle,Hightech,No,0,842.2598356
Turquoises,7,71.38923615,8388.032539,30-45,600.0656385,Yes,628.159734,Yes,Female,By_16:00,0.550428377,0.096613993,8710,388.8278421,92.66640965,4302.5705,83.38537277,26.76916767,19.71871806,1.29,48274.99684,Maybe,,3.239868018,352.4914816,80.36948643,23.79641205,60,Financial,11,185.2456393,1,Public_or_other,Hightech,No,0,485.9310558
Browns,10,686.5148787,128467.0503,Below_30,52605.80259,Yes,903.7719551,No,Male,After_16:00,0.6750844,0.036318326,6672,538.8040218,75.54880935,6691.487115,212.6855408,78.82508191,23.21215246,9.328,69332.55522,Maybe,315156.3823,4.191231295,561.3879071,15.55293053,228.8382929,100,Education,14,236.8290378,3,Motorcycle_or_truck,,Yes,0,725.4190895
Greys,4,170.3245264,25126.70296,30-45,3290.157542,No,766.8311717,Yes,Female,After_16:00,0.118799658,0.272351338,4795,532.886184,89.1982351,5491.447898,800.5345019,42.46102453,23.08432767,7.205,61331.47826,Maybe,195866.0389,,442.567553,44.81966125,56.77484214,40,Foreign_Affairs,10,67.65563956,2,Car,Student_or_Unemployed,No,1,
Whites,3,236.0506842,22562.99638,Below_30,6279.786397,Yes,538.2737111,Yes,Female,After_16:00,0.496553639,0.505265624,9107,272.5779585,23.00463263,3412.717575,463.1490719,18.15341148,16.50993514,0.893,38837.87637,No,82229.09861,0.284718629,286.7561658,61.11542473,78.68356141,90,Environment,10,313.0641391,2,Car,Public_Sector,,0,528.5558639
Turquoises,6,173.4422984,27299.13933,Below_30,3410.284197,No,683.508839,Yes,Female,After_16:00,0.854756915,0.071393104,3937,436.6045029,46.98152719,5595.091658,617.6104299,48.86654087,20.89508322,6.063,54149.47489,Maybe,222961.7578,2.927169953,472.1882652,89.36986497,57.81409947,60,Financial,10,70.4952952,2,Motorcycle_or_truck,Services_or_Retail,No,1,486.6919198
Turquoises,8,133.0878335,17839.18614,30-45,2022.403879,Yes,,Yes,Female,After_16:00,0.522962121,0.899726543,9900,432.6184446,73.96964636,4886.457839,231.341349,9.864695906,20.79948183,0.1,53266.15989,Maybe,161702.1793,7.649146572,402.122095,21.79050848,44.36261115,70,Social,12,119.6439225,1,Foot_or_bicycle,Public_Sector,Yes,0,513.9395089
Khakis,9,693.8177227,83846.61243,30-45,53728.27617,Yes,579.4281054,Yes,Female,By_16:00,0.183081511,0.518695465,8887,375.407253,14.1525018,4376.260052,72.31333409,44.8883554,19.3754291,1.113,45639.96529,Yes,131438.5541,8.609592114,362.5445546,18.16379162,231.2725742,70,Social,6,205.9300011,5,Car,Hightech,No,2,410.6142446
Browns,6,492.9770597,157595.1357,45_and_up,27177.25695,No,895.0912815,No,Female,After_16:00,0.490614779,0.123774091,3411,524.5969294,74.6478044,10639.60781,52.6204349,31.56185991,22.90408107,12.589,73315.75373,Maybe,,2.168521611,959.0413952,22.2971441,164.3256866,100,Education,14,484.8409669,3,Motorcycle_or_truck,Student_or_Unemployed,No,1,654.099811
Reds,1,570.5017012,102325.6963,45_and_up,36363.74402,Yes,744.2944307,No,Male,After_16:00,0.51516221,,8699,419.7658289,78.38248601,6220.358539,501.7718403,49.10470096,20.48818755,3.301,57112.73014,No,289532.9793,4.067511607,538.0826881,52.14450723,190.1672337,40,Foreign_Affairs,9,153.6601002,2,Motorcycle_or_truck,Industry_or_other,No,1,625.3938318
Turquoises,2,170.2975081,21182.39065,45_and_up,3289.125977,Yes,589.4011624,Yes,Female,By_16:00,0.435032073,0.173153376,9788,361.4487457,72.27685901,4454.43606,631.1479097,23.69976486,19.01180543,0.212,45691.48288,Maybe,139243.8009,,373.1538569,83.97862965,56.76583603,100,Education,13,193.5011983,0,Motorcycle_or_truck,Services_or_Retail,Yes,0,453.5638112
Khakis,2,250.5768451,40667.39953,45_and_up,7070.05398,No,643.3582216,Yes,Male,By_16:00,0.638935233,0.518611709,7007,418.6857199,98.67610817,5706.225086,425.7624238,48.78099025,20.46181126,2.993,51793.12551,Maybe,237057.3583,3.431403034,486.8853647,71.854592,83.52561502,90,Environment,8,104.4884839,3,,Student_or_Unemployed,No,1,435.7050744
Pinks,1,988.9280938,223749.2126,Below_30,109003.951,Yes,851.4874074,No,,After_16:00,0.116796139,0.894097414,7284,617.4026216,58.91308365,,831.504494,79.08154207,24.84758784,2.716,71416.8211,No,460718.9878,3.382510287,678.7628362,66.30291322,329.6426979,70,Social,8,218.3679353,4,Foot_or_bicycle,Hightech,No,2,455.8975287
Blues,3,1080.980058,308689.9403,30-45,130205.6473,No,1010.920065,No,Female,After_16:00,0.655398413,0.420579241,7640,936.2510438,32.12711664,10439.44848,517.1404791,79.24618283,30.59821962,6.36,93264.62679,Maybe,733925.7052,4.421154042,856.6946394,60.70348197,360.326686,60,Financial,12,655.4418778,0,Car,Public_Sector,No,1,165.2493223
Turquoises,2,730.5157354,97102.38147,30-45,59548.30965,Yes,710.8283943,Yes,Male,After_16:00,0.402570584,0.654844252,9045,425.5418614,35.55374776,4838.775299,76.63773908,48.32311755,20.62866601,0.955,54068.75954,Yes,159016.841,2.005387943,398.7691576,49.66398268,243.5052451,80,Healthcare,11,146.8219988,4,Motorcycle_or_truck,Student_or_Unemployed,Yes,1,575.9276067
Khakis,5,364.7149227,,Below_30,14911.23551,Yes,555.8793134,Yes,Female,By_16:00,0.455279912,0.50914014,4248,355.8779807,40.75190206,3767.432769,170.9323062,60.83940631,18.86472848,5.752,43096.37771,Yes,93371.60754,6.179086503,305.5676808,85.1521241,121.5716409,60,Financial,6,258.1926351,1,Foot_or_bicycle,Industry_or_other,Yes,3,410.0647254
Browns,4,245.3782586,80611.13347,Below_30,6781.847176,Yes,1107.301285,No,Female,By_16:00,0.285153925,0.053785812,9775,654.8683316,77.0135754,11165.27161,173.9157785,27.73521568,25.5903953,6.225,88434.64007,Maybe,971315.6917,9.846952232,985.5534951,81.70433405,81.79275288,90,Environment,14,611.9506903,3,Public_or_other,Public_Sector,Yes,1,838.7288748
Purples,5,31.58717418,,30-45,131.3901217,Yes,1209.605043,No,Male,After_16:00,0.484612423,0.242301044,5458,787.4691674,64.44773129,9104.269949,282.647755,85.0768408,28.06188104,10.542,95374.51304,Yes,566908.3456,3.621420579,752.9331614,15.28054171,10.52905806,90,Environment,13,519.5578533,,Motorcycle_or_truck,Services_or_Retail,Yes,1,851.1789523
Browns,5,969.3515416,322058.4999,Below_30,104737.8295,No,1488.113721,No,Male,By_16:00,0.236938344,0.424660545,4672,988.7144067,,11944.66421,128.558344,22.0489176,31.44382939,11.328,118976.9792,No,993457.8143,6.610740458,996.7235396,10.16795591,323.1171805,80,Healthcare,14,856.0261134,3,Car,Hightech,No,,997.1968029
Turquoises,4,969.3662443,116846.3663,30-45,104741.0016,Yes,740.7154141,Yes,Female,After_16:00,0.673786132,0.217417753,5297,496.9698669,84.237698,4610.107524,710.4736923,97.27698022,22.29282097,4.703,57739.99397,Maybe,130766.6949,8.314346815,361.616779,22.19887348,323.1220814,100,Education,15,139.1802465,1,Public_or_other,Services_or_Retail,Yes,2,514.561712
Turquoises,10,177.7761943,21703.95854,Below_30,3580.855982,Yes,627.7628371,Yes,Male,After_16:00,0.9006961,0.019271931,3039,450.6628064,36.11592804,4563.901239,13.70127802,50.21818918,21.22882018,6.961,50814.26861,Yes,134144.6022,2.886112749,366.2575626,93.59711339,59.25873143,60,Financial,12,192.2011405,2,Public_or_other,Hightech,No,0,371.0811101
Turquoises,1,204.8037346,24997.78787,30-45,4738.775656,No,666.3471802,Yes,Male,After_16:00,0.485803014,0.47119358,8475,414.967952,26.99328561,4491.654464,91.76672134,55.74462989,20.37076219,1.525,51210.26425,Yes,134081.8281,0.613839622,366.171856,88.45985096,68.26791153,80,Healthcare,11,159.0506634,1,Motorcycle_or_truck,Industry_or_other,No,0,512.5176756
